metric,type
speech_metrics_SustainedPhonation_eeeee_percent_pause_duration,speech_metrics
speech_metrics_SustainedPhonation_eeeee_shimmer,speech_metrics
speech_metrics_SustainedPhonation_eeeee_snr,speech_metrics
speech_metrics_SustainedPhonation_eeeee_speaking_time,speech_metrics
speech_metrics_SustainedPhonation_eeeee_stdev_f0,speech_metrics
speech_metrics_SustainedPhonation_eeeee_sustained_phonation_duration,speech_metrics
speech_metrics_SustainedPhonation_eeeee_volume,speech_metrics
speech_metrics_SustainedPhonation_second_trial_CPP,speech_metrics
speech_metrics_SustainedPhonation_second_trial_articulation_time,speech_metrics
speech_metrics_SustainedPhonation_second_trial_articulation_volume,speech_metrics
speech_metrics_SustainedPhonation_second_trial_f2slope,speech_metrics
speech_metrics_SustainedPhonation_second_trial_fmt1,speech_metrics
speech_metrics_SustainedPhonation_second_trial_fmt2,speech_metrics
speech_metrics_SustainedPhonation_second_trial_fmt3,speech_metrics
speech_metrics_SustainedPhonation_second_trial_hnr,speech_metrics
speech_metrics_SustainedPhonation_second_trial_jitter,speech_metrics
speech_metrics_SustainedPhonation_second_trial_max_f0,speech_metrics
speech_metrics_SustainedPhonation_second_trial_mean_f0,speech_metrics
speech_metrics_SustainedPhonation_second_trial_min_f0,speech_metrics
speech_metrics_SustainedPhonation_second_trial_percent_pause_duration,speech_metrics
speech_metrics_SustainedPhonation_second_trial_shimmer,speech_metrics
speech_metrics_SustainedPhonation_second_trial_snr,speech_metrics
speech_metrics_SustainedPhonation_second_trial_speaking_time,speech_metrics
speech_metrics_SustainedPhonation_second_trial_stdev_f0,speech_metrics
speech_metrics_SustainedPhonation_second_trial_sustained_phonation_duration,speech_metrics
speech_metrics_SustainedPhonation_second_trial_volume,speech_metrics
speech_metrics_SustainedPhonation_uuuuu_CPP,speech_metrics
speech_metrics_SustainedPhonation_uuuuu_articulation_time,speech_metrics
speech_metrics_SustainedPhonation_uuuuu_articulation_volume,speech_metrics
speech_metrics_SustainedPhonation_uuuuu_f2slope,speech_metrics
speech_metrics_SustainedPhonation_uuuuu_fmt1,speech_metrics
speech_metrics_SustainedPhonation_uuuuu_fmt2,speech_metrics
speech_metrics_SustainedPhonation_uuuuu_fmt3,speech_metrics
speech_metrics_SustainedPhonation_uuuuu_hnr,speech_metrics
speech_metrics_SustainedPhonation_uuuuu_jitter,speech_metrics
speech_metrics_SustainedPhonation_uuuuu_max_f0,speech_metrics
speech_metrics_SustainedPhonation_uuuuu_mean_f0,speech_metrics
speech_metrics_SustainedPhonation_uuuuu_min_f0,speech_metrics
speech_metrics_SustainedPhonation_uuuuu_percent_pause_duration,speech_metrics
speech_metrics_SustainedPhonation_uuuuu_shimmer,speech_metrics
speech_metrics_SustainedPhonation_uuuuu_snr,speech_metrics
speech_metrics_SustainedPhonation_uuuuu_speaking_time,speech_metrics
speech_metrics_SustainedPhonation_uuuuu_stdev_f0,speech_metrics
speech_metrics_SustainedPhonation_uuuuu_sustained_phonation_duration,speech_metrics
speech_metrics_SustainedPhonation_uuuuu_volume,speech_metrics
text_metrics_ALS-PROP_transcription,text_metrics
text_metrics_AzureElizabeth-enUS-v40_GH-PROP-1-AffectDailyFunctioning.wav_transcription,text_metrics
text_metrics_AzureElizabeth-enUS-v40_GH-PROP-1-Better.wav_transcription,text_metrics
text_metrics_AzureElizabeth-enUS-v40_GH-PROP-1-Problem.wav_transcription,text_metrics
text_metrics_AzureElizabeth-enUS-v40_GH-PROP-1-Worse.wav_transcription,text_metrics
text_metrics_AzureElizabeth-enUS-v40_GH-PROP-2-AffectDailyFunctioning.wav_transcription,text_metrics
text_metrics_AzureElizabeth-enUS-v40_GH-PROP-2-Better.wav_transcription,text_metrics
text_metrics_AzureElizabeth-enUS-v40_GH-PROP-2-Problem.wav_transcription,text_metrics
text_metrics_AzureElizabeth-enUS-v40_GH-PROP-2-Worse.wav_transcription,text_metrics
text_metrics_AzureElizabeth-enUS-v40_GH-PROP-3-AffectDailyFunctioning.wav_transcription,text_metrics
text_metrics_AzureElizabeth-enUS-v40_GH-PROP-3-Better.wav_transcription,text_metrics
text_metrics_AzureElizabeth-enUS-v40_GH-PROP-3-Problem.wav_transcription,text_metrics
text_metrics_AzureElizabeth-enUS-v40_GH-PROP-3-Worse.wav_transcription,text_metrics
text_metrics_AzureElizabeth-enUS-v40_GH-PROP-4-AffectDailyFunctioning.wav_transcription,text_metrics
text_metrics_AzureElizabeth-enUS-v40_GH-PROP-4-Better.wav_transcription,text_metrics
text_metrics_AzureElizabeth-enUS-v40_GH-PROP-4-Problem.wav_transcription,text_metrics
text_metrics_AzureElizabeth-enUS-v40_GH-PROP-4-Worse.wav_transcription,text_metrics
text_metrics_AzureElizabeth-enUS-v40_SustainedPhonation_aaaaa_AsLongAsYouCanLikeThis_.wav_transcription,text_metrics
text_metrics_AzureElizabeth-enUS_Bamboo_PleaseReadTheTextAloudToMeToTheBestOfYourAbility_TryToReadAtYourNormalRatePitchAndLoudness_.wav_transcription,text_metrics
text_metrics_AzureElizabeth-enUS_ForThisTaskImagineThatYourAreWashingYourFace_.wav_transcription,text_metrics
text_metrics_AzureElizabeth-enUS_PleaseSay_PeepPopPoopPepPipe.wav_transcription,text_metrics
text_metrics_AzureElizabeth-enUS_PleaseTakeADeepBreathAndSay_PuhTuhKuh_OverAndOverUntilYouRunOutOfBreathLikeThis_.wav_transcription,text_metrics
text_metrics_AzureElizabeth-enUS_SustainedPhonation_NowLetsDoThisOnceMore_.wav_transcription,text_metrics
text_metrics_AzureElizabeth-enUS_TurnTutorial1_yellowRectangle.wav_transcription,text_metrics
text_metrics_AzureElizabeth-enUS_TurnTutorial2.wav_transcription,text_metrics
text_metrics_CountingOnOneBreath_transcription,text_metrics
text_metrics_EXCLUDE_transcription,text_metrics
text_metrics_GH-PROP-1-AnotherProblem-v40_transcription,text_metrics
text_metrics_GH-PROP-1-Serious-v40_transcription,text_metrics
text_metrics_GH-PROP-2-AnotherProblem-v40_transcription,text_metrics
text_metrics_GH-PROP-2-Serious-v40_transcription,text_metrics
text_metrics_GH-PROP-3-AnotherProblem-v40_transcription,text_metrics
text_metrics_GH-PROP-3-Serious-v40_transcription,text_metrics
text_metrics_GH-PROP-4-AnotherProblem-v40_transcription,text_metrics
text_metrics_GH-PROP-4-Serious-v40_transcription,text_metrics
text_metrics_GH-PROP-HaveProblem-v40_transcription,text_metrics
text_metrics_GH-PROP_transcription,text_metrics
text_metrics_MODY_complex_indoor_Meeting.png_transcription,text_metrics
text_metrics_MODY_complex_indoor_RehearsingInTheater.png_transcription,text_metrics
text_metrics_MODY_complex_indoor_TakingPartyPicture.png_transcription,text_metrics
text_metrics_MODY_complex_outdoor_EatingAtRestaurant.png_transcription,text_metrics
text_metrics_MODY_complex_outdoor_Hiking.png_transcription,text_metrics
text_metrics_MODY_complex_outdoor_RunningInRace.png_transcription,text_metrics
text_metrics_MODY_moderate_indoor_InteractingAtOffice.png_transcription,text_metrics
text_metrics_MODY_moderate_indoor_PaintingARoom.png_transcription,text_metrics
text_metrics_MODY_moderate_indoor_RidingSubway.png_transcription,text_metrics
text_metrics_MODY_moderate_outdoor_BustlingStreet.png_transcription,text_metrics
text_metrics_MODY_moderate_outdoor_Fishing.png_transcription,text_metrics
text_metrics_MODY_moderate_outdoor_PlantingTrees.png_transcription,text_metrics
text_metrics_MODY_simple_indoor_PlayingChess.png_transcription,text_metrics
text_metrics_MODY_simple_indoor_ShoppingWithChildren.png_transcription,text_metrics
text_metrics_MODY_simple_outdoor_BackyardGrilling.png_transcription,text_metrics
text_metrics_MODY_simple_outdoor_PlayingFootball.png_transcription,text_metrics
text_metrics_MODY_simple_outdoor_VisitingAquarium.png_transcription,text_metrics
text_metrics_PROP_transcription,text_metrics
text_metrics_PictureDescription_transcription,text_metrics
text_metrics_ReadingPassage_transcription,text_metrics
text_metrics_SIT13_transcription,text_metrics
text_metrics_SIT15_transcription,text_metrics
text_metrics_SIT7_transcription,text_metrics
text_metrics_SIT_transcription,text_metrics
