metric,type
facial_metrics_PROP_head_tilt_rotation_min,facial_metrics
facial_metrics_PROP_head_tilt_translation_avg,facial_metrics
facial_metrics_PROP_head_tilt_translation_max,facial_metrics
facial_metrics_PROP_head_tilt_translation_min,facial_metrics
facial_metrics_PROP_jJC_abs_avg,facial_metrics
facial_metrics_PROP_jJC_abs_max,facial_metrics
facial_metrics_PROP_jJC_abs_min,facial_metrics
facial_metrics_PROP_jJC_avg,facial_metrics
facial_metrics_PROP_jJC_max,facial_metrics
facial_metrics_PROP_jJC_min,facial_metrics
facial_metrics_PROP_jLL_abs_avg,facial_metrics
facial_metrics_PROP_jLL_abs_max,facial_metrics
facial_metrics_PROP_jLL_abs_min,facial_metrics
facial_metrics_PROP_jLL_avg,facial_metrics
facial_metrics_PROP_jLL_max,facial_metrics
facial_metrics_PROP_jLL_min,facial_metrics
facial_metrics_PROP_normalization_distance_0,facial_metrics
facial_metrics_PROP_normalization_distance_1,facial_metrics
facial_metrics_PROP_normalization_distance_10,facial_metrics
facial_metrics_PROP_normalization_distance_11,facial_metrics
facial_metrics_PROP_normalization_distance_12,facial_metrics
facial_metrics_PROP_normalization_distance_13,facial_metrics
facial_metrics_PROP_normalization_distance_14,facial_metrics
facial_metrics_PROP_normalization_distance_2,facial_metrics
facial_metrics_PROP_normalization_distance_3,facial_metrics
facial_metrics_PROP_normalization_distance_4,facial_metrics
facial_metrics_PROP_normalization_distance_5,facial_metrics
facial_metrics_PROP_normalization_distance_6,facial_metrics
facial_metrics_PROP_normalization_distance_7,facial_metrics
facial_metrics_PROP_normalization_distance_8,facial_metrics
facial_metrics_PROP_normalization_distance_9,facial_metrics
facial_metrics_PROP_normalization_unit_0,facial_metrics
facial_metrics_PROP_normalization_unit_1,facial_metrics
facial_metrics_PROP_normalization_unit_10,facial_metrics
facial_metrics_PROP_normalization_unit_11,facial_metrics
facial_metrics_PROP_normalization_unit_12,facial_metrics
facial_metrics_PROP_normalization_unit_13,facial_metrics
facial_metrics_PROP_normalization_unit_14,facial_metrics
facial_metrics_PROP_normalization_unit_2,facial_metrics
facial_metrics_PROP_normalization_unit_3,facial_metrics
facial_metrics_PROP_normalization_unit_4,facial_metrics
facial_metrics_PROP_normalization_unit_5,facial_metrics
facial_metrics_PROP_normalization_unit_6,facial_metrics
facial_metrics_PROP_normalization_unit_7,facial_metrics
facial_metrics_PROP_normalization_unit_8,facial_metrics
facial_metrics_PROP_normalization_unit_9,facial_metrics
facial_metrics_PROP_normalized,facial_metrics
facial_metrics_PROP_open_avg,facial_metrics
facial_metrics_PROP_open_max,facial_metrics
facial_metrics_PROP_open_min,facial_metrics
facial_metrics_PROP_vJC_abs_avg,facial_metrics
facial_metrics_PROP_vJC_abs_max,facial_metrics
facial_metrics_PROP_vJC_abs_min,facial_metrics
facial_metrics_PROP_vJC_avg,facial_metrics
facial_metrics_PROP_vJC_max,facial_metrics
facial_metrics_PROP_vJC_min,facial_metrics
facial_metrics_PROP_vLL_abs_avg,facial_metrics
facial_metrics_PROP_vLL_abs_max,facial_metrics
facial_metrics_PROP_vLL_abs_min,facial_metrics
facial_metrics_PROP_vLL_avg,facial_metrics
facial_metrics_PROP_vLL_max,facial_metrics
facial_metrics_PROP_vLL_min,facial_metrics
facial_metrics_PROP_va_identifier_0,facial_metrics
facial_metrics_PROP_va_identifier_1,facial_metrics
facial_metrics_PROP_va_identifier_10,facial_metrics
facial_metrics_PROP_va_identifier_11,facial_metrics
facial_metrics_PROP_va_identifier_12,facial_metrics
facial_metrics_PROP_va_identifier_13,facial_metrics
facial_metrics_PROP_va_identifier_14,facial_metrics
facial_metrics_PROP_va_identifier_2,facial_metrics
facial_metrics_PROP_va_identifier_3,facial_metrics
facial_metrics_PROP_va_identifier_4,facial_metrics
facial_metrics_PROP_va_identifier_5,facial_metrics
facial_metrics_PROP_va_identifier_6,facial_metrics
facial_metrics_PROP_va_identifier_7,facial_metrics
facial_metrics_PROP_va_identifier_8,facial_metrics
facial_metrics_PROP_va_identifier_9,facial_metrics
facial_metrics_PROP_width_avg,facial_metrics
facial_metrics_PROP_width_max,facial_metrics
facial_metrics_PROP_width_min,facial_metrics
facial_metrics_PictureDescription_ICD_mm,facial_metrics
facial_metrics_PictureDescription_ICD_px,facial_metrics
facial_metrics_PictureDescription_ID_mm,facial_metrics
facial_metrics_PictureDescription_ID_px,facial_metrics
facial_metrics_PictureDescription_JC_path_avg,facial_metrics
facial_metrics_PictureDescription_JC_path_max,facial_metrics
facial_metrics_PictureDescription_LL_path_avg,facial_metrics
facial_metrics_PictureDescription_LL_path_max,facial_metrics
facial_metrics_PictureDescription_S_L_avg,facial_metrics
facial_metrics_PictureDescription_S_L_max,facial_metrics
facial_metrics_PictureDescription_S_R_avg,facial_metrics
facial_metrics_PictureDescription_S_R_max,facial_metrics
facial_metrics_PictureDescription_S_avg,facial_metrics
facial_metrics_PictureDescription_S_max,facial_metrics
facial_metrics_PictureDescription_S_ratio_avg,facial_metrics
facial_metrics_PictureDescription_Utterance_dur,facial_metrics
facial_metrics_PictureDescription_aJC_abs_avg,facial_metrics
facial_metrics_PictureDescription_aJC_abs_max,facial_metrics
facial_metrics_PictureDescription_aJC_abs_min,facial_metrics
facial_metrics_PictureDescription_aJC_avg,facial_metrics
facial_metrics_PictureDescription_aJC_max,facial_metrics
facial_metrics_PictureDescription_aJC_min,facial_metrics
facial_metrics_PictureDescription_aLL_abs_avg,facial_metrics
facial_metrics_PictureDescription_aLL_abs_max,facial_metrics
facial_metrics_PictureDescription_aLL_abs_min,facial_metrics
facial_metrics_PictureDescription_aLL_avg,facial_metrics
facial_metrics_PictureDescription_aLL_max,facial_metrics
facial_metrics_PictureDescription_aLL_min,facial_metrics
facial_metrics_PictureDescription_eye_blinks,facial_metrics
facial_metrics_PictureDescription_eye_blinks_left,facial_metrics
facial_metrics_PictureDescription_eye_blinks_right,facial_metrics
facial_metrics_PictureDescription_eye_open_avg,facial_metrics
facial_metrics_PictureDescription_eye_open_left_avg,facial_metrics
facial_metrics_PictureDescription_eye_open_left_max,facial_metrics
facial_metrics_PictureDescription_eye_open_max,facial_metrics
facial_metrics_PictureDescription_eye_open_right_avg,facial_metrics
facial_metrics_PictureDescription_eye_open_right_max,facial_metrics
facial_metrics_PictureDescription_eyebrow_vpos_icd_avg,facial_metrics
facial_metrics_PictureDescription_eyebrow_vpos_icd_left_avg,facial_metrics
facial_metrics_PictureDescription_eyebrow_vpos_icd_left_max,facial_metrics
facial_metrics_PictureDescription_eyebrow_vpos_icd_max,facial_metrics
facial_metrics_PictureDescription_eyebrow_vpos_icd_right_avg,facial_metrics
facial_metrics_PictureDescription_eyebrow_vpos_icd_right_max,facial_metrics
facial_metrics_PictureDescription_eyebrow_vpos_nt_avg,facial_metrics
facial_metrics_PictureDescription_eyebrow_vpos_nt_left_avg,facial_metrics
facial_metrics_PictureDescription_eyebrow_vpos_nt_left_max,facial_metrics
facial_metrics_PictureDescription_eyebrow_vpos_nt_max,facial_metrics
facial_metrics_PictureDescription_eyebrow_vpos_nt_right_avg,facial_metrics
facial_metrics_PictureDescription_eyebrow_vpos_nt_right_max,facial_metrics
facial_metrics_PictureDescription_head_tilt_rotation_avg,facial_metrics
facial_metrics_PictureDescription_head_tilt_rotation_max,facial_metrics
facial_metrics_PictureDescription_head_tilt_rotation_min,facial_metrics
facial_metrics_PictureDescription_head_tilt_translation_avg,facial_metrics
facial_metrics_PictureDescription_head_tilt_translation_max,facial_metrics
facial_metrics_PictureDescription_head_tilt_translation_min,facial_metrics
facial_metrics_PictureDescription_jJC_abs_avg,facial_metrics
facial_metrics_PictureDescription_jJC_abs_max,facial_metrics
facial_metrics_PictureDescription_jJC_abs_min,facial_metrics
facial_metrics_PictureDescription_jJC_avg,facial_metrics
facial_metrics_PictureDescription_jJC_max,facial_metrics
facial_metrics_PictureDescription_jJC_min,facial_metrics
facial_metrics_PictureDescription_jLL_abs_avg,facial_metrics
facial_metrics_PictureDescription_jLL_abs_max,facial_metrics
facial_metrics_PictureDescription_jLL_abs_min,facial_metrics
facial_metrics_PictureDescription_jLL_avg,facial_metrics
facial_metrics_PictureDescription_jLL_max,facial_metrics
facial_metrics_PictureDescription_jLL_min,facial_metrics
facial_metrics_PictureDescription_normalization_distance_0,facial_metrics
facial_metrics_PictureDescription_normalization_unit_0,facial_metrics
facial_metrics_PictureDescription_normalized,facial_metrics
facial_metrics_PictureDescription_open_avg,facial_metrics
facial_metrics_PictureDescription_open_max,facial_metrics
facial_metrics_PictureDescription_open_min,facial_metrics
facial_metrics_PictureDescription_source_0,facial_metrics
facial_metrics_PictureDescription_vJC_abs_avg,facial_metrics
facial_metrics_PictureDescription_vJC_abs_max,facial_metrics
facial_metrics_PictureDescription_vJC_abs_min,facial_metrics
facial_metrics_PictureDescription_vJC_avg,facial_metrics
facial_metrics_PictureDescription_vJC_max,facial_metrics
facial_metrics_PictureDescription_vJC_min,facial_metrics
facial_metrics_PictureDescription_vLL_abs_avg,facial_metrics
facial_metrics_PictureDescription_vLL_abs_max,facial_metrics
facial_metrics_PictureDescription_vLL_abs_min,facial_metrics
facial_metrics_PictureDescription_vLL_avg,facial_metrics
facial_metrics_PictureDescription_vLL_max,facial_metrics
facial_metrics_PictureDescription_vLL_min,facial_metrics
facial_metrics_PictureDescription_va_identifier_0,facial_metrics
facial_metrics_PictureDescription_width_avg,facial_metrics
facial_metrics_PictureDescription_width_max,facial_metrics
facial_metrics_PictureDescription_width_min,facial_metrics
facial_metrics_ReadingPassage_ICD_mm,facial_metrics
facial_metrics_ReadingPassage_ICD_px,facial_metrics
facial_metrics_ReadingPassage_ID_mm,facial_metrics
facial_metrics_ReadingPassage_ID_px,facial_metrics
facial_metrics_ReadingPassage_JC_path_avg,facial_metrics
facial_metrics_ReadingPassage_JC_path_max,facial_metrics
facial_metrics_ReadingPassage_LL_path_avg,facial_metrics
facial_metrics_ReadingPassage_LL_path_max,facial_metrics
facial_metrics_ReadingPassage_S_L_avg,facial_metrics
facial_metrics_ReadingPassage_S_L_max,facial_metrics
facial_metrics_ReadingPassage_S_R_avg,facial_metrics
facial_metrics_ReadingPassage_S_R_max,facial_metrics
facial_metrics_ReadingPassage_S_avg,facial_metrics
facial_metrics_ReadingPassage_S_max,facial_metrics
facial_metrics_ReadingPassage_S_ratio_avg,facial_metrics
facial_metrics_ReadingPassage_Utterance_dur,facial_metrics
facial_metrics_ReadingPassage_aJC_abs_avg,facial_metrics
facial_metrics_ReadingPassage_aJC_abs_max,facial_metrics
facial_metrics_ReadingPassage_aJC_abs_min,facial_metrics
facial_metrics_ReadingPassage_aJC_avg,facial_metrics
facial_metrics_ReadingPassage_aJC_max,facial_metrics
facial_metrics_ReadingPassage_aJC_min,facial_metrics
facial_metrics_ReadingPassage_aLL_abs_avg,facial_metrics
facial_metrics_ReadingPassage_aLL_abs_max,facial_metrics
facial_metrics_ReadingPassage_aLL_abs_min,facial_metrics
facial_metrics_ReadingPassage_aLL_avg,facial_metrics
facial_metrics_ReadingPassage_aLL_max,facial_metrics
facial_metrics_ReadingPassage_aLL_min,facial_metrics
facial_metrics_ReadingPassage_eye_blinks,facial_metrics
facial_metrics_ReadingPassage_eye_blinks_left,facial_metrics
facial_metrics_ReadingPassage_eye_blinks_right,facial_metrics
facial_metrics_ReadingPassage_eye_open_avg,facial_metrics
facial_metrics_ReadingPassage_eye_open_left_avg,facial_metrics
facial_metrics_ReadingPassage_eye_open_left_max,facial_metrics
facial_metrics_ReadingPassage_eye_open_max,facial_metrics
facial_metrics_ReadingPassage_eye_open_right_avg,facial_metrics
facial_metrics_ReadingPassage_eye_open_right_max,facial_metrics
facial_metrics_ReadingPassage_eyebrow_vpos_icd_avg,facial_metrics
facial_metrics_ReadingPassage_eyebrow_vpos_icd_left_avg,facial_metrics
facial_metrics_ReadingPassage_eyebrow_vpos_icd_left_max,facial_metrics
facial_metrics_ReadingPassage_eyebrow_vpos_icd_max,facial_metrics
facial_metrics_ReadingPassage_eyebrow_vpos_icd_right_avg,facial_metrics
facial_metrics_ReadingPassage_eyebrow_vpos_icd_right_max,facial_metrics
facial_metrics_ReadingPassage_eyebrow_vpos_nt_avg,facial_metrics
facial_metrics_ReadingPassage_eyebrow_vpos_nt_left_avg,facial_metrics
facial_metrics_ReadingPassage_eyebrow_vpos_nt_left_max,facial_metrics
facial_metrics_ReadingPassage_eyebrow_vpos_nt_max,facial_metrics
facial_metrics_ReadingPassage_eyebrow_vpos_nt_right_avg,facial_metrics
facial_metrics_ReadingPassage_eyebrow_vpos_nt_right_max,facial_metrics
facial_metrics_ReadingPassage_head_tilt_rotation_avg,facial_metrics
facial_metrics_ReadingPassage_head_tilt_rotation_max,facial_metrics
facial_metrics_ReadingPassage_head_tilt_rotation_min,facial_metrics
facial_metrics_ReadingPassage_head_tilt_translation_avg,facial_metrics
facial_metrics_ReadingPassage_head_tilt_translation_max,facial_metrics
facial_metrics_ReadingPassage_head_tilt_translation_min,facial_metrics
facial_metrics_ReadingPassage_jJC_abs_avg,facial_metrics
facial_metrics_ReadingPassage_jJC_abs_max,facial_metrics
facial_metrics_ReadingPassage_jJC_abs_min,facial_metrics
facial_metrics_ReadingPassage_jJC_avg,facial_metrics
facial_metrics_ReadingPassage_jJC_max,facial_metrics
facial_metrics_ReadingPassage_jJC_min,facial_metrics
facial_metrics_ReadingPassage_jLL_abs_avg,facial_metrics
facial_metrics_ReadingPassage_jLL_abs_max,facial_metrics
facial_metrics_ReadingPassage_jLL_abs_min,facial_metrics
facial_metrics_ReadingPassage_jLL_avg,facial_metrics
facial_metrics_ReadingPassage_jLL_max,facial_metrics
facial_metrics_ReadingPassage_jLL_min,facial_metrics
facial_metrics_ReadingPassage_normalization_distance_0,facial_metrics
facial_metrics_ReadingPassage_normalization_unit_0,facial_metrics
facial_metrics_ReadingPassage_normalized,facial_metrics
facial_metrics_ReadingPassage_open_avg,facial_metrics
facial_metrics_ReadingPassage_open_max,facial_metrics
facial_metrics_ReadingPassage_open_min,facial_metrics
facial_metrics_ReadingPassage_source_0,facial_metrics
facial_metrics_ReadingPassage_vJC_abs_avg,facial_metrics
facial_metrics_ReadingPassage_vJC_abs_max,facial_metrics
facial_metrics_ReadingPassage_vJC_abs_min,facial_metrics
facial_metrics_ReadingPassage_vJC_avg,facial_metrics
facial_metrics_ReadingPassage_vJC_max,facial_metrics
facial_metrics_ReadingPassage_vJC_min,facial_metrics
facial_metrics_ReadingPassage_vLL_abs_avg,facial_metrics
facial_metrics_ReadingPassage_vLL_abs_max,facial_metrics
facial_metrics_ReadingPassage_vLL_abs_min,facial_metrics
facial_metrics_ReadingPassage_vLL_avg,facial_metrics
facial_metrics_ReadingPassage_vLL_max,facial_metrics
facial_metrics_ReadingPassage_vLL_min,facial_metrics
facial_metrics_ReadingPassage_va_identifier_0,facial_metrics
facial_metrics_ReadingPassage_width_avg,facial_metrics
facial_metrics_ReadingPassage_width_max,facial_metrics
facial_metrics_ReadingPassage_width_min,facial_metrics
facial_metrics_SIT_ICD_mm,facial_metrics
facial_metrics_SIT_ICD_px,facial_metrics
facial_metrics_SIT_ID_mm,facial_metrics
facial_metrics_SIT_ID_px,facial_metrics
facial_metrics_SIT_JC_path_avg,facial_metrics
facial_metrics_SIT_JC_path_max,facial_metrics
facial_metrics_SIT_LL_path_avg,facial_metrics
facial_metrics_SIT_LL_path_max,facial_metrics
facial_metrics_SIT_S_L_avg,facial_metrics
facial_metrics_SIT_S_L_max,facial_metrics
facial_metrics_SIT_S_R_avg,facial_metrics
facial_metrics_SIT_S_R_max,facial_metrics
facial_metrics_SIT_S_avg,facial_metrics
facial_metrics_SIT_S_max,facial_metrics
facial_metrics_SIT_S_ratio_avg,facial_metrics
facial_metrics_SIT_Utterance_dur,facial_metrics
facial_metrics_SIT_aJC_abs_avg,facial_metrics
facial_metrics_SIT_aJC_abs_max,facial_metrics
facial_metrics_SIT_aJC_abs_min,facial_metrics
facial_metrics_SIT_aJC_avg,facial_metrics
facial_metrics_SIT_aJC_max,facial_metrics
facial_metrics_SIT_aJC_min,facial_metrics
facial_metrics_SIT_aLL_abs_avg,facial_metrics
facial_metrics_SIT_aLL_abs_max,facial_metrics
facial_metrics_SIT_aLL_abs_min,facial_metrics
facial_metrics_SIT_aLL_avg,facial_metrics
facial_metrics_SIT_aLL_max,facial_metrics
facial_metrics_SIT_aLL_min,facial_metrics
facial_metrics_SIT_eye_blinks,facial_metrics
facial_metrics_SIT_eye_blinks_left,facial_metrics
facial_metrics_SIT_eye_blinks_right,facial_metrics
facial_metrics_SIT_eye_open_avg,facial_metrics
facial_metrics_SIT_eye_open_left_avg,facial_metrics
facial_metrics_SIT_eye_open_left_max,facial_metrics
facial_metrics_SIT_eye_open_max,facial_metrics
facial_metrics_SIT_eye_open_right_avg,facial_metrics
facial_metrics_SIT_eye_open_right_max,facial_metrics
facial_metrics_SIT_eyebrow_vpos_icd_avg,facial_metrics
facial_metrics_SIT_eyebrow_vpos_icd_left_avg,facial_metrics
facial_metrics_SIT_eyebrow_vpos_icd_left_max,facial_metrics
facial_metrics_SIT_eyebrow_vpos_icd_max,facial_metrics
facial_metrics_SIT_eyebrow_vpos_icd_right_avg,facial_metrics
facial_metrics_SIT_eyebrow_vpos_icd_right_max,facial_metrics
facial_metrics_SIT_eyebrow_vpos_nt_avg,facial_metrics
facial_metrics_SIT_eyebrow_vpos_nt_left_avg,facial_metrics
facial_metrics_SIT_eyebrow_vpos_nt_left_max,facial_metrics
facial_metrics_SIT_eyebrow_vpos_nt_max,facial_metrics
facial_metrics_SIT_eyebrow_vpos_nt_right_avg,facial_metrics
facial_metrics_SIT_eyebrow_vpos_nt_right_max,facial_metrics
facial_metrics_SIT_head_tilt_rotation_avg,facial_metrics
facial_metrics_SIT_head_tilt_rotation_max,facial_metrics
facial_metrics_SIT_head_tilt_rotation_min,facial_metrics
facial_metrics_SIT_head_tilt_translation_avg,facial_metrics
facial_metrics_SIT_head_tilt_translation_max,facial_metrics
facial_metrics_SIT_head_tilt_translation_min,facial_metrics
facial_metrics_SIT_jJC_abs_avg,facial_metrics
facial_metrics_SIT_jJC_abs_max,facial_metrics
facial_metrics_SIT_jJC_abs_min,facial_metrics
facial_metrics_SIT_jJC_avg,facial_metrics
facial_metrics_SIT_jJC_max,facial_metrics
facial_metrics_SIT_jJC_min,facial_metrics
facial_metrics_SIT_jLL_abs_avg,facial_metrics
facial_metrics_SIT_jLL_abs_max,facial_metrics
facial_metrics_SIT_jLL_abs_min,facial_metrics
facial_metrics_SIT_jLL_avg,facial_metrics
facial_metrics_SIT_jLL_max,facial_metrics
facial_metrics_SIT_jLL_min,facial_metrics
facial_metrics_SIT_normalization_distance_0,facial_metrics
facial_metrics_SIT_normalization_distance_1,facial_metrics
facial_metrics_SIT_normalization_distance_2,facial_metrics
facial_metrics_SIT_normalization_unit_0,facial_metrics
facial_metrics_SIT_normalization_unit_1,facial_metrics
facial_metrics_SIT_normalization_unit_2,facial_metrics
facial_metrics_SIT_normalized,facial_metrics
facial_metrics_SIT_open_avg,facial_metrics
facial_metrics_SIT_open_max,facial_metrics
facial_metrics_SIT_open_min,facial_metrics
facial_metrics_SIT_source_0,facial_metrics
facial_metrics_SIT_source_1,facial_metrics
facial_metrics_SIT_source_2,facial_metrics
facial_metrics_SIT_vJC_abs_avg,facial_metrics
facial_metrics_SIT_vJC_abs_max,facial_metrics
facial_metrics_SIT_vJC_abs_min,facial_metrics
facial_metrics_SIT_vJC_avg,facial_metrics
facial_metrics_SIT_vJC_max,facial_metrics
facial_metrics_SIT_vJC_min,facial_metrics
facial_metrics_SIT_vLL_abs_avg,facial_metrics
facial_metrics_SIT_vLL_abs_max,facial_metrics
facial_metrics_SIT_vLL_abs_min,facial_metrics
facial_metrics_SIT_vLL_avg,facial_metrics
facial_metrics_SIT_vLL_max,facial_metrics
facial_metrics_SIT_vLL_min,facial_metrics
facial_metrics_SIT_va_identifier_0,facial_metrics
facial_metrics_SIT_va_identifier_1,facial_metrics
facial_metrics_SIT_va_identifier_2,facial_metrics
facial_metrics_SIT_width_avg,facial_metrics
facial_metrics_SIT_width_max,facial_metrics
facial_metrics_SIT_width_min,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_ICD_mm,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_ICD_px,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_ID_mm,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_ID_px,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_JC_path_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_JC_path_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_LL_path_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_LL_path_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_S_L_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_S_L_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_S_R_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_S_R_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_S_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_S_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_S_ratio_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_Utterance_dur,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_aJC_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_aJC_abs_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_aJC_abs_min,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_aJC_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_aJC_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_aJC_min,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_aLL_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_aLL_abs_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_aLL_abs_min,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_aLL_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_aLL_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_aLL_min,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_eye_blinks,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_eye_blinks_left,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_eye_blinks_right,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_eye_open_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_eye_open_left_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_eye_open_left_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_eye_open_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_eye_open_right_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_eye_open_right_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_eyebrow_vpos_icd_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_eyebrow_vpos_icd_left_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_eyebrow_vpos_icd_left_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_eyebrow_vpos_icd_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_eyebrow_vpos_icd_right_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_eyebrow_vpos_icd_right_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_eyebrow_vpos_nt_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_eyebrow_vpos_nt_left_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_eyebrow_vpos_nt_left_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_eyebrow_vpos_nt_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_eyebrow_vpos_nt_right_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_eyebrow_vpos_nt_right_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_head_tilt_rotation_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_head_tilt_rotation_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_head_tilt_rotation_min,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_head_tilt_translation_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_head_tilt_translation_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_head_tilt_translation_min,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_jJC_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_jJC_abs_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_jJC_abs_min,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_jJC_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_jJC_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_jJC_min,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_jLL_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_jLL_abs_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_jLL_abs_min,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_jLL_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_jLL_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_jLL_min,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_normalization_distance_0,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_normalization_unit_0,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_normalized,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_open_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_open_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_open_min,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_source_0,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_vJC_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_vJC_abs_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_vJC_abs_min,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_vJC_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_vJC_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_vJC_min,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_vLL_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_vLL_abs_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_vLL_abs_min,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_vLL_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_vLL_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_vLL_min,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_va_identifier_0,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_width_avg,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_width_max,facial_metrics
facial_metrics_SustainedPhonation_aaaaa_width_min,facial_metrics
facial_metrics_SustainedPhonation_eeeee_ICD_mm,facial_metrics
facial_metrics_SustainedPhonation_eeeee_ICD_px,facial_metrics
facial_metrics_SustainedPhonation_eeeee_ID_mm,facial_metrics
facial_metrics_SustainedPhonation_eeeee_ID_px,facial_metrics
facial_metrics_SustainedPhonation_eeeee_JC_path_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_JC_path_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_LL_path_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_LL_path_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_S_L_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_S_L_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_S_R_avg,facial_metrics
